acc,pre,rec,f1
0.8658536585365854,0.5,0.2727272727272727,0.3529411764705882
0.8536585365853658,0.8837209302325582,0.8444444444444444,0.8636363636363636
0.9512195121951219,1.0,0.9024390243902439,0.9487179487179488
0.8414634146341463,0.16666666666666666,0.1111111111111111,0.13333333333333333
0.9390243902439024,0.95,0.926829268292683,0.9382716049382716
0.9512195121951219,0.9722222222222222,0.9210526315789473,0.9459459459459458
0.8292682926829268,0.6666666666666666,0.6,0.631578947368421
0.9146341463414634,0.5714285714285714,0.5,0.5333333333333333
0.9146341463414634,0.8333333333333334,0.6666666666666666,0.7407407407407408
0.8902439024390244,0.8333333333333334,0.38461538461538464,0.5263157894736842
0.9634146341463414,0.9767441860465116,0.9545454545454546,0.9655172413793104
0.9390243902439024,0.9454545454545454,0.9629629629629629,0.9541284403669724
0.975609756097561,1.0,0.8,0.888888888888889
0.9390243902439024,0.9714285714285714,0.8947368421052632,0.9315068493150684
0.9024390243902439,1.0,0.1111111111111111,0.19999999999999998
